seed,copula_name,k_tau,alpha_c_mult,alpha_c_used,gamma_c,n_samples,n_features,censoring_rate,censoring_bin,err_ipcw,err_dep_bguw
2,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.8271999999999999,80-90,0.21063543249918168,0.10980897977751841
3,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0040000000000000036,0-10,0.006519260838548369,0.006542384183108124
3,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.013299999999999979,0-10,0.005811376059580514,0.005972474099573549
3,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.03490000000000004,0-10,0.0006022587984243627,0.00041169171303388763
3,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.07920000000000005,0-10,0.003825688118133816,0.0032814813182629327
3,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.13590000000000002,10-20,0.005182315128889822,0.004624107484612713
3,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.22940000000000005,20-30,0.010382477331200152,0.00816937314884264
3,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.35860000000000003,30-40,0.015957685506838765,0.015639234110330746
3,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.5287,50-60,0.0031801966638282664,0.016722949494828568
3,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.745,70-80,0.05782442477794933,0.010290351284018118
3,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.916,90-100,0.3115084242301923,0.1386069400246104
4,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0031999999999999806,0-10,0.008571696247383687,0.00864080835335733
4,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.01870000000000005,0-10,0.004752340877377095,0.005027934236911544
4,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.04510000000000003,0-10,0.0004030499142387428,0.0011160641635248325
4,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.10119999999999996,10-20,0.00654877998704935,0.0047039634504939115
4,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.17820000000000003,10-20,0.011722811952833243,0.008444891155856116
4,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.28969999999999996,20-30,0.013216035727951506,0.007712866571271848
4,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.4436,40-50,0.019743018654809957,0.013854906107780202
4,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.6246,60-70,0.008051676877169525,0.017149223865770058
4,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.8104,80-90,0.1121900587700321,0.03668511435537
4,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9394,90-100,0.3727460978818174,0.19938712039446552
5,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.006900000000000017,0-10,0.0002189603656807121,0.00013819866733456865
5,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.03169999999999995,0-10,0.000735184076827794,0.00044295134076710596
5,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.07879999999999998,0-10,0.0017586412522953287,0.0014249743888174043
5,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.15300000000000002,10-20,0.005201556927150491,0.0026757119854729505
5,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.24929999999999997,20-30,0.01340630207491339,0.007460971122934812
5,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.3722,30-40,0.018944432143175025,0.010368579217324661
5,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.5216000000000001,50-60,0.018172628582905873,0.012961617513907564
5,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.6803,60-70,0.0038191344267001492,0.011672181946525667
5,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.8346,80-90,0.11224143759925173,0.043960588685715035
5,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9451,90-100,0.3839489353181698,0.2041596168415509
6,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.10529999999999995,10-20,0.004354943268672015,0.004026059318220407
6,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.3547,30-40,0.011330245036528422,0.011647289809568515
6,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.5547,50-60,0.008322824539115814,0.01742205126156561
6,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7119,70-80,0.0320181631101671,0.005783893920245642
6,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.8013,80-90,0.08061250828265012,0.0009166946643248686
6,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.8721,80-90,0.2389901908217657,0.09780478420958066
6,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9194,90-100,0.32831949529861726,0.14434721649706292
6,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9518,90-100,0.4041953180140667,0.2464784821469648
6,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9779,90-100,0.4539871130760975,0.2577859387751982
6,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.993,90-100,0.5043175332504509,0.21956702502839087
7,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.006900000000000017,0-10,0.0009399503202695558,0.001130673392577719
7,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.02749999999999997,0-10,0.0008665203484503059,0.0009232691034917612
7,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.07199999999999995,0-10,0.005371015426712283,0.004629326960980271
7,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.15290000000000004,10-20,0.007576127958495424,0.00532737568978843
7,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.2541,20-30,0.016393261248876023,0.009369417630190252
7,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.40169999999999995,40-50,0.030655474165195706,0.015391414645872292
7,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.5644,50-60,0.013352690687526356,0.018192356383668506
7,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.7231000000000001,70-80,0.05124995192128627,0.0014860322227659706
7,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.8662,80-90,0.22087516889713416,0.07992848339538028
7,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9544,90-100,0.42863978731138286,0.25043982885338667
8,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.15259999999999996,10-20,0.020438944607690024,0.01761733611847098
8,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.44699999999999995,40-50,0.03921637016511377,0.02430558371957589
8,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.6435,60-70,0.01121200581655768,0.024222299908310554
8,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7778,70-80,0.051454808673193325,0.015226207419548748
8,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.8449,80-90,0.2006553045165958,0.07952130818123035
8,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.8978,80-90,0.30302773060764016,0.14577227924783734
8,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9363,90-100,0.37708110831436464,0.1792534750637907
8,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9632000000000001,90-100,0.474047547000909,0.2726225335145279
8,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9818,90-100,0.5335992519352858,0.3439438626616131
8,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9925,90-100,0.5626785155545083,0.32877948943877244
9,clayton,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.11539999999999995,10-20,0.004752117375603701,0.0036755606260472223
9,clayton,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.373,30-40,0.02115820551928968,0.01743745012529134
9,clayton,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.5724,50-60,0.013453181957583701,0.020324789010333355
9,clayton,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7191000000000001,70-80,0.015792462374246044,0.02253297027393908
9,clayton,0.5,0.8769230769230769,16.661538461538463,6.0,10000,10,0.8069,80-90,0.13502574496922265,0.05217911946532003
9,clayton,0.5,0.7948717948717949,15.102564102564104,6.0,10000,10,0.876,80-90,0.24719759202468766,0.11168291879546391
9,clayton,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9191,90-100,0.34911175490001095,0.20276429308343005
9,clayton,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9492,90-100,0.4168914858969474,0.2786441267044546
9,clayton,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9737,90-100,0.4692944786252222,0.3262070895542978
9,clayton,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9919,90-100,0.5211037384755005,0.38531193267022795
0,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.026900000000000035,0-10,0.0017910405037395716,0.002019657284648424
0,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.15500000000000003,10-20,0.008409959812847465,0.005506475359981389
0,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.34240000000000004,30-40,0.019978969350555528,0.016682865258010507
0,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.54,50-60,0.027299025648385697,0.024910551148154436
0,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.7089,70-80,0.012290104607758146,0.027427560532080092
0,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.8233,80-90,0.03493117127431804,0.028525645871551625
0,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.8813,80-90,0.18405738360441168,0.06821194419329332
0,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9313,90-100,0.3630034116853,0.21225570255687493
0,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9692,90-100,0.35507002004074995,0.16283716557454744
0,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9893,90-100,0.5406139598017474,0.27560339512765103
1,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.09909999999999997,0-10,0.0018899708674999516,0.002709637674951179
1,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.3719,30-40,0.017302573077732863,0.01513604894040066
1,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.5948,50-60,0.02490714094987395,0.024788592541295035
1,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7538,70-80,0.020780582656049637,0.03828538599901353
1,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.8578,80-90,0.12585624269471407,0.044559414367000005
1,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.9117999999999999,90-100,0.1807246207273146,0.06188027168695212
1,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9425,90-100,0.36820852210325483,0.2296288992559314
1,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9655,90-100,0.4031515446319428,0.255524213100985
1,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9837,90-100,0.46807116567569573,0.28587181389622074
1,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9943,90-100,0.4534619172547254,0.32475377416989415
2,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.00039999999999995595,0-10,0.0008991369174248254,0.0008738827221274753
2,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.0016000000000000458,0-10,0.001023176500938236,0.0008987940264474498
2,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.0036000000000000476,0-10,0.0006363141523242494,0.0005760265344262189
2,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.011800000000000033,0-10,0.0003393858235490599,0.000472493900703308
2,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.028699999999999948,0-10,0.000550275265057909,0.000680058907783429
2,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.06669999999999998,0-10,0.004878833303415611,0.004310996504642603
2,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.11509999999999998,10-20,0.00845653745656147,0.00878764171367026
2,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.23809999999999998,20-30,0.013817208149247695,0.014834008424481987
2,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.495,40-50,0.01629581591055894,0.024053885459016447
2,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.8306,80-90,0.13764872988487653,0.060117761201898295
3,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0019000000000000128,0-10,0.0057420337622651335,0.005678937698026673
3,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.01100000000000001,0-10,0.0005215711459500283,0.0007715902103967026
3,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.02959999999999996,0-10,0.002884474360362821,0.002744822661365484
3,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.0726,0-10,0.010583426017519174,0.010079452595131572
3,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.14439999999999997,10-20,0.014330243485860955,0.01414058250067328
3,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.24760000000000004,20-30,0.014865169488145175,0.015469712440099648
3,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.355,30-40,0.020001266535058265,0.01883582764539536
3,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.5243,50-60,0.018424820975663198,0.02360300174779903
3,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.7411,70-80,0.02462045584315771,0.009173675204363407
3,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9209,90-100,0.3198169269226536,0.18804556577140333
4,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0043999999999999595,0-10,6.8733637145351745e-06,3.981965297478185e-05
4,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.018299999999999983,0-10,0.006825362899582577,0.006648074309522786
4,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.04859999999999998,0-10,0.009652017510403482,0.009338356665986008
4,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.1058,10-20,0.01103778326810853,0.009749833167091118
4,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.19879999999999998,10-20,0.011275312337001589,0.009665793290513577
4,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.3267,30-40,0.010943704327848303,0.010095257185314913
4,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.4487,40-50,0.012215380666866033,0.014688720205944805
4,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.6182000000000001,60-70,0.012657930204305418,0.020396052310355767
4,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.8148,80-90,0.04219886636260789,0.02099461638713504
4,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9478,90-100,0.3283815646522293,0.17508160178997595
5,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0047000000000000375,0-10,0.004579667900229928,0.004502370017847215
5,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.03090000000000004,0-10,0.0005708509471978457,0.00037889479641574353
5,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.07799999999999996,0-10,0.00023294268238077676,0.0001980150331752084
5,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.15359999999999996,10-20,0.002081989229427955,0.0020078499770206787
5,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.26839999999999997,20-30,0.010156974581869926,0.009045142343452939
5,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.393,30-40,0.01683867115598464,0.015723731995966578
5,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.5111,50-60,0.013980219815803607,0.01585668214798437
5,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.6712,60-70,0.006749677080664415,0.01688087859189602
5,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.8432,80-90,0.01316099589449285,0.02714559954494075
5,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9549,90-100,0.26791025972622656,0.172319858837827
6,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0948,0-10,0.010247098695076146,0.009994183838327286
6,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.33509999999999995,30-40,0.021449386646900423,0.017716448802164317
6,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.54,50-60,0.03787192598946246,0.022151187241231426
6,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7011000000000001,70-80,0.01993709000448024,0.02702764922609273
6,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.8170999999999999,80-90,0.05770919545693717,0.020348378413950985
6,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.8858,80-90,0.12022637671329489,0.05711086914971347
6,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9245,90-100,0.2287824012222663,0.09747016880149445
6,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9562,90-100,0.32565031542060524,0.16163833150161666
6,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9804,90-100,0.5125970419927601,0.35701073366926295
6,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9946,90-100,0.5580110792382633,0.32584825184787036
7,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.0040000000000000036,0-10,0.0076212334590468195,0.007694544109276141
7,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.025800000000000045,0-10,0.004294280416883595,0.004517553877853991
7,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.07430000000000003,0-10,0.008014538272308275,0.00887448997176811
7,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.1572,10-20,0.01247954091496728,0.011400888160942646
7,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.28659999999999997,20-30,0.01754688625196131,0.016891736632792947
7,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.4345,40-50,0.012394490274214728,0.018247745653556413
7,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.5604,50-60,0.0026645121043061826,0.01859508523261115
7,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.7319,70-80,0.046077746969773695,0.0014291735142504813
7,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.878,80-90,0.1679643054208174,0.06742348078601582
7,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9656,90-100,0.43365036513155714,0.2668526565594732
8,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.14629999999999999,10-20,0.00125666834022517,0.001618225777664975
8,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.4302,40-50,0.01138422485467172,0.01582447628596506
8,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.6333,60-70,0.0054216439505610226,0.01414150798013375
8,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7726,70-80,0.059679230943854564,0.00859647736844571
8,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.8633,80-90,0.12167910692244564,0.03296449013083333
8,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.9173,90-100,0.16217524871144462,0.041744133024790214
8,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9425,90-100,0.35970563422972085,0.2219768844788148
8,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9684,90-100,0.42594091857593275,0.2777197039001417
8,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.9861,90-100,0.48337916517910495,0.307149166867683
8,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9951,90-100,0.5029435737425749,0.3645622576116675
9,frank,0.5,1.5384615384615385,29.230769230769234,6.0,10000,10,0.11219999999999997,10-20,0.008932258773632115,0.007325962855421503
9,frank,0.5,1.2307692307692308,23.384615384615387,6.0,10000,10,0.3618,30-40,0.01610174563668447,0.014351871011387879
9,frank,0.5,1.0769230769230769,20.46153846153846,6.0,10000,10,0.5589999999999999,50-60,0.015462041504761381,0.018229974618664394
9,frank,0.5,0.9589743589743589,18.22051282051282,6.0,10000,10,0.7135,70-80,0.0010560974903979226,0.015877060895641296
9,frank,0.5,0.8564102564102565,16.271794871794874,6.0,10000,10,0.8253,80-90,0.06441536115861234,0.012280597129093462
9,frank,0.5,0.7743589743589743,14.71282051282051,6.0,10000,10,0.889,80-90,0.14882203169447955,0.05024765036630488
9,frank,0.5,0.7128205128205127,13.543589743589742,6.0,10000,10,0.9227,90-100,0.13402338960840077,0.03620702571136558
9,frank,0.5,0.6307692307692307,11.984615384615385,6.0,10000,10,0.9572,90-100,0.37227019232375086,0.24913486565280998
9,frank,0.5,0.5282051282051282,10.035897435897436,6.0,10000,10,0.981,90-100,0.4694436709930553,0.337705414501575
9,frank,0.5,0.40512820512820513,7.697435897435898,6.0,10000,10,0.9945,90-100,0.5071081042210206,0.34165043182426635
